ID	Chr	Gene	Start	Stop	n_introns	exon_breakpoints
YMR186W	Chr13	HSC82	632355	634472	0	632355_634472
YMR187C	Chr13	YMR187C	634689	635984	0	634689_635984
YMR188C	Chr13	MRPS17	636291	637004	0	636291_637004
YMR189W	Chr13	GCV2	637500	640604	0	637500_640604
YMR190C	Chr13	SGS1	640915	645258	0	640915_645258
YMR191W	Chr13	SPG5	645656	646777	0	645656_646777
YMR192W	Chr13	GYL1	647118	649280	0	647118_649280
YMR193C-A	Chr13	YMR193C-A	651072	651458	0	651072_651458
YMR193W	Chr13	MRPL24	650036	650812	0	650036_650812
YMR194C-A	Chr13	YMR194C-A	652912	653136	0	652912_653136
YMR194C-B	Chr13	CMC4	652594	652887	1	652594_652775_652848_652887
YMR194W	Chr13	RPL36A	651145	651910	1	651145_651160_651624_651910
YMR195W	Chr13	ICY1	654034	654417	0	654034_654417
YMR196W	Chr13	YMR196W	655076	658342	0	655076_658342
YMR197C	Chr13	VTI1	658545	659198	0	658545_659198
YMR198W	Chr13	CIK1	659745	661529	0	659745_661529
YMR199W	Chr13	CLN1	662644	664284	0	662644_664284
YMR200W	Chr13	ROT1	664752	665522	0	664752_665522
YMR201C	Chr13	RAD14	665845	667044	1	665845_666933_667018_667044
YMR202W	Chr13	ERG2	667537	668205	0	667537_668205
YMR203W	Chr13	TOM40	668492	669655	0	668492_669655
YMR204C	Chr13	INP1	670063	671325	0	670063_671325
YMR205C	Chr13	PFK2	671887	674766	0	671887_674766
YMR206W	Chr13	YMR206W	675896	676837	0	675896_676837
YMR207C	Chr13	HFA1	677193	683564	0	677193_683564
YMR208W	Chr13	ERG12	684467	685798	0	684467_685798
YMR209C	Chr13	YMR209C	685911	687284	0	685911_687284
YMR210W	Chr13	YMR210W	687516	688865	0	687516_688865
YMR211W	Chr13	DML1	689083	690510	0	689083_690510
YMR212C	Chr13	EFR3	690695	693043	0	690695_693043
YMR213W	Chr13	CEF1	693381	695153	0	693381_695153
YMR214W	Chr13	SCJ1	695350	696483	0	695350_696483
YMR215W	Chr13	GAS3	696796	698370	0	696796_698370
YMR216C	Chr13	SKY1	698811	701039	0	698811_701039
YMR217W	Chr13	GUA1	701790	703367	0	701790_703367
YMR218C	Chr13	TRS130	703579	706887	0	703579_706887
YMR219W	Chr13	ESC1	707133	712109	0	707133_712109
YMR220W	Chr13	ERG8	712316	713671	0	712316_713671
YMR221C	Chr13	YMR221C	713931	715445	0	713931_715445
YMR222C	Chr13	FSH2	715638	716309	0	715638_716309
YMR223W	Chr13	UBP8	716715	718130	0	716715_718130
YMR224C	Chr13	MRE11	718575	720653	0	718575_720653
YMR225C	Chr13	MRPL44	720960	721403	1	720960_721198_721346_721403
YMR226C	Chr13	YMR226C	721593	722396	0	721593_722396
YMR227C	Chr13	TAF7	722613	724385	0	722613_724385
YMR228W	Chr13	MTF1	724626	725651	0	724626_725651
YMR229C	Chr13	RRP5	725934	731123	0	725934_731123
YMR230W	Chr13	RPS10B	732414	733141	1	732414_732465_732876_733141
YMR230W-A	Chr13	YMR230W-A	733268	733456	0	733268_733456
YMR231W	Chr13	PEP5	733545	736634	0	733545_736634
YMR232W	Chr13	FUS2	736926	738959	0	736926_738959
YMR233W	Chr13	TRI1	739185	739865	0	739185_739865
YMR234W	Chr13	RNH1	740266	741312	0	740266_741312
YMR235C	Chr13	RNA1	741512	742735	0	741512_742735
YMR236W	Chr13	TAF9	742971	743444	0	742971_743444
YMR237W	Chr13	BCH1	743749	745923	0	743749_745923
YMR238W	Chr13	DFG5	746353	747729	0	746353_747729
YMR239C	Chr13	RNT1	748262	749677	0	748262_749677
YMR240C	Chr13	CUS1	749930	751240	0	749930_751240
YMR241W	Chr13	YHM2	751961	752905	0	751961_752905
YMR242C	Chr13	RPL20A	753225	754220	1	753225_753742_754220_754220
YMR242W-A	Chr13	YMR242W-A	754297	754386	0	754297_754386
YMR243C	Chr13	ZRC1	754838	756166	0	754838_756166
YMR244C-A	Chr13	COA6	758517	758831	0	758517_758831
YMR244W	Chr13	YMR244W	757250	758317	0	757250_758317
YMR245W	Chr13	YMR245W	758563	759183	0	758563_759183
YMR246W	Chr13	FAA4	759807	761891	0	759807_761891
YMR247C	Chr13	RKR1	763351	768039	0	763351_768039
YMR247W-A	Chr13	YMR247W-A	769283	769426	0	769283_769426
YMR250W	Chr13	GAD1	770801	772558	0	770801_772558
YMR251W	Chr13	GTO3	772915	774015	0	772915_774015
YMR251W-A	Chr13	HOR7	774752	774931	0	774752_774931
YMR252C	Chr13	YMR252C	775315	775719	0	775315_775719
YMR253C	Chr13	YMR253C	775946	777190	0	775946_777190
YMR254C	Chr13	YMR254C	777615	777923	0	777615_777923
YMR255W	Chr13	GFD1	778001	778567	0	778001_778567
YMR256C	Chr13	COX7	778945	779127	0	778945_779127
YMR257C	Chr13	PET111	779629	782031	0	779629_782031
YMR258C	Chr13	ROY1	782620	784281	0	782620_784281
YMR259C	Chr13	TRM732	784621	788883	0	784621_788883
YMR260C	Chr13	TIF11	789378	789839	0	789378_789839
YMR261C	Chr13	TPS3	790205	793369	0	790205_793369
YMR262W	Chr13	YMR262W	793726	794667	0	793726_794667
YMR263W	Chr13	SAP30	794919	795524	0	794919_795524
YMR264W	Chr13	CUE1	795805	796416	0	795805_796416
YMR265C	Chr13	YMR265C	796540	797925	0	796540_797925
YMR266W	Chr13	RSN1	798518	801379	0	798518_801379
YMR267W	Chr13	PPA2	801772	802704	0	801772_802704
YMR268C	Chr13	PRP24	802888	804222	0	802888_804222
YMR269W	Chr13	TMA23	804456	805091	0	804456_805091
YMR270C	Chr13	RRN9	805326	806423	0	805326_806423
YMR271C	Chr13	URA10	806865	807548	0	806865_807548
YMR272C	Chr13	SCS7	809623	810777	0	809623_810777
YMR272W-A	Chr13	YMR272W-A	810466	810579	0	810466_810579
YMR272W-B	Chr13	YMR272W-B	811089	811196	0	811089_811196
YMR273C	Chr13	ZDS1	811233	813980	0	811233_813980
YMR274C	Chr13	RCE1	814364	815311	0	814364_815311
YMR275C	Chr13	BUL1	815651	818581	0	815651_818581
YMR276W	Chr13	DSK2	818827	819948	0	818827_819948
YMR277W	Chr13	FCP1	820256	822454	0	820256_822454
YMR278W	Chr13	PRM15	822763	824631	0	822763_824631
YMR279C	Chr13	YMR279C	824729	826351	0	824729_826351
YMR280C	Chr13	CAT8	827028	831329	0	827028_831329
YMR281W	Chr13	GPI12	832339	833253	0	832339_833253
YMR282C	Chr13	AEP2	833356	835098	0	833356_835098
YMR283C	Chr13	RIT1	835326	836867	0	835326_836867
YMR284W	Chr13	YKU70	838187	839995	0	838187_839995
YMR285C	Chr13	NGL2	840144	841691	0	840144_841691
YMR286W	Chr13	MRPL33	841942	842202	0	841942_842202
YMR287C	Chr13	DSS1	842436	845345	0	842436_845345
YMR288W	Chr13	HSH155	845571	848486	0	845571_848486
YMR289W	Chr13	ABZ2	848685	849809	0	848685_849809
YMR290C	Chr13	HAS1	850074	851591	0	850074_851591
YMR290W-A	Chr13	YMR290W-A	851422	851769	0	851422_851769
YMR291W	Chr13	TDA1	852630	854390	0	852630_854390
YMR292W	Chr13	GOT1	854795	855293	1	854795_854816_854899_855293
YMR293C	Chr13	HER2	855399	856793	0	855399_856793
YMR294W	Chr13	JNM1	856966	858087	0	856966_858087
YMR294W-A	Chr13	YMR294W-A	858209	858568	0	858209_858568
YMR295C	Chr13	YMR295C	858297	858890	0	858297_858890
YMR296C	Chr13	LCB1	859215	860891	0	859215_860891
YMR297W	Chr13	PRC1	861922	863520	0	861922_863520
YMR298W	Chr13	LIP1	863819	864271	0	863819_864271
YMR299C	Chr13	DYN3	864412	865350	0	864412_865350
YMR300C	Chr13	ADE4	865559	867091	0	865559_867091
YMR301C	Chr13	ATM1	867555	869627	0	867555_869627
YMR302C	Chr13	YME2	870073	872625	0	870073_872625
YMR303C	Chr13	ADH2	873291	874337	0	873291_874337
YMR304C-A	Chr13	YMR304C-A	878780	879130	0	878780_879130
YMR304W	Chr13	UBP15	874987	878679	0	874987_878679
YMR305C	Chr13	SCW10	879063	880232	0	879063_880232
YMR306C-A	Chr13	YMR306C-A	886183	886572	0	886183_886572
YMR306W	Chr13	FKS3	881159	886516	0	881159_886516
YMR307C-A	Chr13	YMR307C-A	887731	887925	0	887731_887925
YMR307W	Chr13	GAS1	887003	888682	0	887003_888682
YMR308C	Chr13	PSE1	888952	892221	0	888952_892221
YMR309C	Chr13	NIP1	892988	895426	0	892988_895426
YMR310C	Chr13	YMR310C	895716	896669	0	895716_896669
YMR311C	Chr13	GLC8	896914	897603	0	896914_897603
YMR312W	Chr13	ELP6	898405	899226	0	898405_899226
YMR313C	Chr13	TGL3	899379	901307	0	899379_901307
YMR314W	Chr13	PRE5	901709	902413	0	901709_902413
YMR315W	Chr13	YMR315W	902800	903849	0	902800_903849
YMR315W-A	Chr13	YMR315W-A	904286	904393	0	904286_904393
YMR316C-A	Chr13	YMR316C-A	905662	905973	0	905662_905973
YMR316C-B	Chr13	YMR316C-B	907321	907629	0	907321_907629
YMR316W	Chr13	DIA1	904825	905835	0	904825_905835
YMR317W	Chr13	YMR317W	907364	910786	0	907364_910786
YMR318C	Chr13	ADH6	911061	912143	0	911061_912143
YMR319C	Chr13	FET4	912880	914538	0	912880_914538
YMR320W	Chr13	YMR320W	916746	917051	0	916746_917051
YMR321C	Chr13	YMR321C	917579	917896	0	917579_917896
YMR322C	Chr13	SNO4	918366	919079	0	918366_919079
YMR323W	Chr13	ERR3	920088	921401	0	920088_921401
YMR324C	Chr13	YMR324C	922202	922444	0	922202_922444
YMR325W	Chr13	PAU19	922641	923015	0	922641_923015
YMR326C	Chr13	YMR326C	923494	923802	0	923494_923802
YNL001W	Chr14	DOM34	627456	628616	0	627456_628616
YNL002C	Chr14	RLP7	626174	627142	0	626174_627142
YNL003C	Chr14	PET8	624975	625829	0	624975_625829
YNL004W	Chr14	HRB1	622915	624621	1	622915_622944_623287_624621
YNL005C	Chr14	MRP7	621313	622428	0	621313_622428
YNL006W	Chr14	LST8	620067	620978	0	620067_620978
YNL007C	Chr14	SIS1	618507	619565	0	618507_619565
YNL008C	Chr14	ASI3	616211	618241	0	616211_618241
YNL009W	Chr14	IDP3	614821	616083	0	614821_616083
YNL010W	Chr14	YNL010W	613635	614360	0	613635_614360
YNL011C	Chr14	YNL011C	611836	613170	0	611836_613170
YNL012W	Chr14	SPO1	609686	611665	1	609686_609790_609875_611665
YNL013C	Chr14	YNL013C	609133	609510	0	609133_609510
YNL014W	Chr14	HEF3	606319	609453	0	606319_609453
YNL015W	Chr14	PBI2	605384	605611	0	605384_605611
YNL016W	Chr14	PUB1	602907	604268	0	602907_604268
YNL017C	Chr14	YNL017C	602138	602476	0	602138_602476
YNL018C	Chr14	YNL018C	599936	601774	0	599936_601774
YNL019C	Chr14	YNL019C	598376	599230	0	598376_599230
YNL020C	Chr14	ARK1	595623	597539	0	595623_597539
YNL021W	Chr14	HDA1	593227	595347	0	593227_595347
YNL022C	Chr14	RCM1	591427	592899	0	591427_592899
YNL023C	Chr14	FAP1	588263	591160	0	588263_591160
YNL024C	Chr14	YNL024C	587107	587847	0	587107_587847
YNL024C-A	Chr14	KSH1	586602	586820	0	586602_586820
YNL025C	Chr14	SSN8	584320	585291	0	584320_585291
YNL026W	Chr14	SAM50	581920	583374	0	581920_583374
YNL027W	Chr14	CRZ1	579580	581616	0	579580_581616
YNL028W	Chr14	YNL028W	578679	578996	0	578679_578996
YNL029C	Chr14	KTR5	577205	578773	0	577205_578773
YNL030W	Chr14	HHF2	576727	577038	0	576727_577038
YNL031C	Chr14	HHT2	575640	576050	0	575640_576050
YNL032W	Chr14	SIW14	574506	575351	0	574506_575351
YNL033W	Chr14	YNL033W	572999	573853	0	572999_573853
YNL034W	Chr14	YNL034W	570477	572315	0	570477_572315
YNL035C	Chr14	YNL035C	568522	569691	0	568522_569691
YNL036W	Chr14	NCE103	559814	560479	0	559814_560479
YNL037C	Chr14	IDH1	557920	559002	0	557920_559002
YNL038W	Chr14	GPI15	557020	557783	1	557020_557610_557685_557783
YNL039W	Chr14	BDP1	555048	556832	0	555048_556832
YNL040W	Chr14	YNL040W	553380	554750	0	553380_554750
YNL041C	Chr14	COG6	549468	551987	0	549468_551987
YNL042W	Chr14	BOP3	548100	549290	0	548100_549290
YNL042W-B	Chr14	YNL042W-B	547113	547370	0	547113_547370
YNL043C	Chr14	YNL043C	545589	545909	0	545589_545909
YNL044W	Chr14	YIP3	545268	545877	1	545268_545291_545371_545877
YNL045W	Chr14	LAP2	542963	544978	0	542963_544978
YNL046W	Chr14	YNL046W	542304	542822	0	542304_542822
YNL047C	Chr14	SLM2	539911	541881	0	539911_541881
YNL048W	Chr14	ALG11	538173	539819	0	538173_539819
YNL049C	Chr14	SFB2	535281	537911	0	535281_537911
YNL050C	Chr14	YNL050C	534079	534982	1	534079_534874_534966_534982
YNL051W	Chr14	COG5	532659	533870	0	532659_533870
YNL052W	Chr14	COX5A	531725	532186	0	531725_532186
YNL053W	Chr14	MSG5	529942	531411	0	529942_531411
YNL054W	Chr14	VAC7	526086	529583	0	526086_529583
YNL054W-A	Chr14	YNL054W-A	519456	520778	0	519456_520778
YNL055C	Chr14	POR1	517994	518845	0	517994_518845
YNL056W	Chr14	OCA2	517249	517842	0	517249_517842
YNL057W	Chr14	YNL057W	516403	516735	0	516403_516735
YNL058C	Chr14	YNL058C	515763	516713	0	515763_516713
YNL059C	Chr14	ARP5	512668	514935	0	512668_514935
YNL061W	Chr14	NOP2	510540	512396	0	510540_512396
YNL062C	Chr14	GCD10	508776	510212	0	508776_510212
YNL063W	Chr14	MTQ1	507758	508702	0	507758_508702
YNL064C	Chr14	YDJ1	505868	507097	0	505868_507097
YNL065W	Chr14	AQR1	503724	505484	0	503724_505484
YNL066W	Chr14	SUN4	501515	502777	0	501515_502777
YNL067W	Chr14	RPL9B	499681	500256	0	499681_500256
YNL067W-A	Chr14	YNL067W-A	498538	498684	0	498538_498684
YNL067W-B	Chr14	YNL067W-B	499417	499557	0	499417_499557
YNL068C	Chr14	FKH2	495701	498289	0	495701_498289
YNL069C	Chr14	RPL16B	493956	495001	1	493956_494524_494974_495001
YNL070W	Chr14	TOM7	493366	493548	0	493366_493548
YNL071W	Chr14	LAT1	491523	492971	0	491523_492971
YNL072W	Chr14	RNH201	490317	491240	0	490317_491240
YNL073W	Chr14	MSK1	488386	490116	0	488386_490116
YNL074C	Chr14	MLF3	486766	488124	0	486766_488124
YNL075W	Chr14	IMP4	485607	486479	0	485607_486479
YNL076W	Chr14	MKS1	483556	485310	0	483556_485310
YNL077W	Chr14	APJ1	481391	482977	0	481391_482977
YNL078W	Chr14	NIS1	479768	480991	0	479768_480991
YNL079C	Chr14	TPM1	478566	479165	0	478566_479165
YNL080C	Chr14	EOS1	476932	478032	0	476932_478032
YNL081C	Chr14	SWS2	476188	476619	0	476188_476619
YNL082W	Chr14	PMS1	473391	476012	0	473391_476012
YNL083W	Chr14	SAL1	471377	472861	0	471377_472861
YNL084C	Chr14	END3	470053	471102	0	470053_471102
YNL085W	Chr14	MKT1	467131	469623	0	467131_469623
YNL086W	Chr14	SNN1	466334	466642	0	466334_466642
YNL087W	Chr14	TCB2	462411	465947	0	462411_465947
YNL088W	Chr14	TOP2	457704	461990	0	457704_461990
YNL089C	Chr14	YNL089C	456693	457169	0	456693_457169
YNL090W	Chr14	RHO2	456565	457143	0	456565_457143
YNL091W	Chr14	NST1	452408	456130	0	452408_456130
YNL092W	Chr14	YNL092W	450871	452073	0	450871_452073
YNL093W	Chr14	YPT53	449868	450530	0	449868_450530
YNL094W	Chr14	APP1	447611	449374	0	447611_449374
YNL095C	Chr14	YNL095C	444912	446840	0	444912_446840
YNL096C	Chr14	RPS7B	443398	444315	1	443398_443826_444172_444315
YNL097C	Chr14	PHO23	441366	442358	0	441366_442358
YNL097C-B	Chr14	YNL097C-B	440797	440919	0	440797_440919
YNL097W-A	Chr14	YNL097W-A	441431	441586	0	441431_441586
YNL098C	Chr14	RAS2	439602	440570	0	439602_440570
YNL099C	Chr14	OCA1	438567	439283	0	438567_439283
YNL100W	Chr14	MIC27	437613	438317	0	437613_438317
YNL101W	Chr14	AVT4	434999	437140	0	434999_437140
YNL102W	Chr14	POL1	430087	434493	0	430087_434493
YNL103W	Chr14	MET4	427735	429753	0	427735_429753
YNL103W-A	Chr14	YNL103W-A	426719	426808	0	426719_426808
YNL104C	Chr14	LEU4	424895	426754	0	424895_426754
YNL105W	Chr14	RRT16	424155	424583	0	424155_424583
YNL106C	Chr14	INP52	420944	424495	0	420944_424495
YNL107W	Chr14	YAF9	420098	420778	0	420098_420778
YNL108C	Chr14	YNL108C	419014	419826	0	419014_419826
YNL109W	Chr14	YNL109W	418964	419509	0	418964_419509
YNL110C	Chr14	NOP15	417826	418488	0	417826_418488
YNL111C	Chr14	CYB5	416940	417302	0	416940_417302
YNL112W	Chr14	DBP2	413639	416281	1	413639_414911_415914_416281
YNL113W	Chr14	RPC19	412771	413199	0	412771_413199
YNL114C	Chr14	YNL114C	412684	413055	0	412684_413055
YNL115C	Chr14	YNL115C	410119	412053	0	410119_412053
YNL116W	Chr14	DMA2	408341	409909	0	408341_409909
YNL117W	Chr14	MLS1	406358	408022	0	406358_408022
YNL118C	Chr14	DCP2	402652	405564	0	402652_405564
YNL119W	Chr14	NCS2	401040	402521	0	401040_402521
YNL120C	Chr14	YNL120C	401033	401518	0	401033_401518
YNL121C	Chr14	TOM70	398684	400537	0	398684_400537
YNL122C	Chr14	YNL122C	398023	398370	0	398023_398370
YNL123W	Chr14	NMA111	394685	397678	0	394685_397678
YNL124W	Chr14	NAF1	392892	394370	0	392892_394370
YNL125C	Chr14	ESBP6	390146	392167	0	390146_392167
YNL126W	Chr14	SPC98	387227	389767	0	387227_389767
YNL127W	Chr14	FAR11	383987	386848	0	383987_386848
YNL128W	Chr14	TEP1	382359	383663	0	382359_383663
YNL129W	Chr14	NRK1	381480	382202	0	381480_382202
YNL130C	Chr14	CPT1	379558	380831	1	379558_380689_380782_380831
YNL130C-A	Chr14	DGR1	381245	381391	0	381245_381391
YNL131W	Chr14	TOM22	378767	379225	0	378767_379225
YNL132W	Chr14	KRE33	375321	378491	0	375321_378491
YNL133C	Chr14	FYV6	374171	374692	0	374171_374692
YNL134C	Chr14	YNL134C	372451	373581	0	372451_373581
YNL135C	Chr14	FPR1	371882	372226	0	371882_372226
YNL136W	Chr14	EAF7	370368	371645	0	370368_371645
YNL137C	Chr14	NAM9	368595	370055	0	368595_370055
YNL138W	Chr14	SRV2	366741	368321	0	366741_368321
YNL138W-A	Chr14	YSF3	366033	366412	1	366033_366035_366158_366412
YNL139C	Chr14	THO2	360924	365717	0	360924_365717
YNL140C	Chr14	YNL140C	360917	361486	0	360917_361486
YNL141W	Chr14	AAH1	359596	360639	0	359596_360639
YNL142W	Chr14	MEP2	357453	358952	0	357453_358952
YNL143C	Chr14	YNL143C	356794	357186	0	356794_357186
YNL144C	Chr14	YNL144C	352820	355042	0	352820_355042
YNL144W-A	Chr14	YNL144W-A	353061	353144	0	353061_353144
YNL145W	Chr14	MFA2	352414	352530	0	352414_352530
YNL146C-A	Chr14	YNL146C-A	351386	351580	0	351386_351580
YNL146W	Chr14	YNL146W	351715	352017	0	351715_352017
YNL147W	Chr14	LSM7	350940	351383	1	350940_350957_351054_351383
YNL148C	Chr14	ALF1	349907	350671	0	349907_350671
YNL149C	Chr14	PGA2	349367	349756	0	349367_349756
YNL150W	Chr14	YNL150W	349251	349658	0	349251_349658
YNL151C	Chr14	RPC31	347766	348521	0	347766_348521
YNL152W	Chr14	INN1	346313	347542	0	346313_347542
YNL153C	Chr14	GIM3	345669	346058	0	345669_346058
YNL154C	Chr14	YCK2	343636	345276	0	343636_345276
YNL155W	Chr14	CUZ1	342516	343340	0	342516_343340
YNL156C	Chr14	NSG2	341069	341968	0	341069_341968
YNL157W	Chr14	IGO1	340352	340858	0	340352_340858
YNL158W	Chr14	PGA1	339612	340208	0	339612_340208
YNL159C	Chr14	ASI2	338478	339347	0	338478_339347
YNL160W	Chr14	YGP1	336545	337609	0	336545_337609
YNL161W	Chr14	CBK1	332597	334867	0	332597_334867
YNL162W	Chr14	RPL42A	331322	332154	1	331322_331325_331838_332154
YNL162W-A	Chr14	YNL162W-A	330329	330547	0	330329_330547
YNL163C	Chr14	RIA1	326741	330073	0	326741_330073
YNL164C	Chr14	IBD2	325265	326320	0	325265_326320
YNL165W	Chr14	YNL165W	323832	325052	0	323832_325052
YNL166C	Chr14	BNI5	322219	323565	0	322219_323565
YNL167C	Chr14	SKO1	319416	321359	0	319416_321359
YNL168C	Chr14	FMP41	318030	318809	0	318030_318809
YNL169C	Chr14	PSD1	316169	317671	0	316169_317671
YNL170W	Chr14	YNL170W	315978	316373	0	315978_316373
YNL171C	Chr14	YNL171C	315629	315997	0	315629_315997
YNL172W	Chr14	APC1	310636	315882	0	310636_315882
YNL173C	Chr14	MDG1	308957	310057	0	308957_310057
YNL174W	Chr14	YNL174W	308074	308646	0	308074_308646
YNL175C	Chr14	NOP13	307401	308612	0	307401_308612
YNL176C	Chr14	TDA7	305070	306980	0	305070_306980
YNL177C	Chr14	MRPL22	303686	304615	0	303686_304615
YNL178W	Chr14	RPS3	302680	303402	0	302680_303402
YNL179C	Chr14	YNL179C	300666	301103	0	300666_301103
YNL180C	Chr14	RHO5	299654	300649	0	299654_300649
YNL181W	Chr14	YNL181W	298335	299558	0	298335_299558
YNL182C	Chr14	IPI3	295960	297627	0	295960_297627
YNL183C	Chr14	NPR1	293137	295509	0	293137_295509
YNL184C	Chr14	YNL184C	292557	292883	0	292557_292883
YNL185C	Chr14	MRPL19	292193	292669	0	292193_292669
YNL186W	Chr14	UBP10	289498	291876	0	289498_291876
YNL187W	Chr14	SWT21	287994	289067	0	287994_289067
YNL188W	Chr14	KAR1	286308	287609	0	286308_287609
YNL189W	Chr14	SRP1	284260	285888	0	284260_285888
YNL190W	Chr14	YNL190W	282395	283009	0	282395_283009
YNL191W	Chr14	DUG3	280432	281505	0	280432_281505
YNL192W	Chr14	CHS1	276502	279897	0	276502_279897
YNL193W	Chr14	YNL193W	274368	276044	0	274368_276044
YNL194C	Chr14	YNL194C	272710	273615	0	272710_273615
YNL195C	Chr14	YNL195C	271523	272308	0	271523_272308
YNL196C	Chr14	SLZ1	270275	271171	0	270275_271171
YNL197C	Chr14	WHI3	267608	269593	0	267608_269593
YNL198C	Chr14	YNL198C	266514	266816	0	266514_266816
YNL199C	Chr14	GCR2	264926	266530	0	264926_266530
YNL200C	Chr14	YNL200C	263713	264453	0	263713_264453
YNL201C	Chr14	PSY2	260627	263203	0	260627_263203
YNL202W	Chr14	SPS19	259578	260456	0	259578_260456
YNL203C	Chr14	YNL203C	259439	260050	0	259439_260050
YNL204C	Chr14	SPS18	258375	259277	0	258375_259277
YNL205C	Chr14	YNL205C	258155	258577	0	258155_258577
YNL206C	Chr14	RTT106	256788	258155	0	256788_258155
YNL207W	Chr14	RIO2	255353	256630	0	255353_256630
YNL208W	Chr14	YNL208W	254418	255017	0	254418_255017
YNL209W	Chr14	SSB2	252059	253900	0	252059_253900
YNL210W	Chr14	MER1	250931	251743	0	250931_251743
YNL211C	Chr14	YNL211C	250055	250315	0	250055_250315
YNL212W	Chr14	VID27	247461	249809	0	247461_249809
YNL213C	Chr14	RRG9	246460	247104	0	246460_247104
YNL214W	Chr14	PEX17	245617	246216	0	245617_246216
YNL215W	Chr14	IES2	244468	245430	0	244468_245430
YNL216W	Chr14	RAP1	241689	244172	0	241689_244172
YNL217W	Chr14	YNL217W	240331	241311	0	240331_241311
YNL218W	Chr14	MGS1	238238	240001	0	238238_240001
YNL219C	Chr14	ALG9	235996	237663	0	235996_237663
YNL220W	Chr14	ADE12	234413	235714	0	234413_235714
YNL221C	Chr14	POP1	231068	233695	0	231068_233695
YNL222W	Chr14	SSU72	229094	229714	0	229094_229714
YNL223W	Chr14	ATG4	227370	228854	0	227370_228854
YNL224C	Chr14	SQS1	224796	227099	0	224796_227099
YNL225C	Chr14	CNM67	222724	224469	0	222724_224469
YNL226W	Chr14	YNL226W	222239	222649	0	222239_222649
YNL227C	Chr14	JJJ1	220659	222431	0	220659_222431
YNL228W	Chr14	YNL228W	220645	221421	0	220645_221421
YNL229C	Chr14	URE2	219137	220201	0	219137_220201
YNL230C	Chr14	ELA1	217523	218662	0	217523_218662
YNL231C	Chr14	PDR16	215987	217042	0	215987_217042
YNL232W	Chr14	CSL4	214923	215801	0	214923_215801
YNL233W	Chr14	BNI4	211922	214600	0	211922_214600
YNL234W	Chr14	YNL234W	210233	211513	0	210233_211513
YNL235C	Chr14	YNL235C	209548	209979	0	209548_209979
YNL236W	Chr14	SIN4	206930	209854	0	206930_209854
YNL237W	Chr14	YTP1	205188	206567	0	205188_206567
YNL238W	Chr14	KEX2	202428	204872	0	202428_204872
YNL239W	Chr14	LAP3	200569	201933	0	200569_201933
YNL240C	Chr14	NAR1	198502	199977	0	198502_199977
YNL241C	Chr14	ZWF1	196426	197943	0	196426_197943
YNL242W	Chr14	ATG2	191324	196102	0	191324_196102
YNL243W	Chr14	SLA2	188051	190957	0	188051_190957
YNL244C	Chr14	SUI1	187170	187496	0	187170_187496
YNL245C	Chr14	CWC25	186346	186885	0	186346_186885
YNL246W	Chr14	VPS75	185460	186349	1	185460_185491_185587_186349
YNL247W	Chr14	YNL247W	182875	185178	0	182875_185178
YNL248C	Chr14	RPA49	181361	182608	0	181361_182608
YNL249C	Chr14	MPA43	179394	181022	0	179394_181022
YNL250W	Chr14	RAD50	175410	179348	0	175410_179348
YNL251C	Chr14	NRD1	172588	174315	0	172588_174315
YNL252C	Chr14	MRPL17	171441	172286	0	171441_172286
YNL253W	Chr14	TEX1	170018	171286	0	170018_171286
YNL254C	Chr14	RTC4	168043	169248	0	168043_169248
YNL255C	Chr14	GIS2	167329	167790	0	167329_167790
YNL256W	Chr14	FOL1	164623	167097	0	164623_167097
YNL257C	Chr14	SIP3	160631	164320	0	160631_164320
YNL258C	Chr14	DSL1	158109	160373	0	158109_160373
YNL259C	Chr14	ATX1	157644	157865	0	157644_157865
YNL260C	Chr14	LTO1	156859	157455	0	156859_157455
YNL261W	Chr14	ORC5	155100	156539	0	155100_156539
YNL262W	Chr14	POL2	148212	154880	0	148212_154880
YNL263C	Chr14	YIF1	146896	147840	0	146896_147840
YNL264C	Chr14	PDR17	145563	146615	0	145563_146615
YNL265C	Chr14	IST1	144280	145281	1	144280_145149_145255_145281
YNL266W	Chr14	YNL266W	144245	144664	0	144245_144664
YNL267W	Chr14	PIK1	140878	144078	0	140878_144078
YNL268W	Chr14	LYP1	138550	140385	0	138550_140385
YNL269W	Chr14	BSC4	137699	138094	0	137699_138094
YNL270C	Chr14	ALP1	135940	137661	0	135940_137661
YNL271C	Chr14	BNI1	129522	135383	0	129522_135383
YNL272C	Chr14	SEC2	126805	129084	0	126805_129084
YNL273W	Chr14	TOF1	122883	126599	0	122883_126599
YNL274C	Chr14	GOR1	121118	122170	0	121118_122170
YNL275W	Chr14	BOR1	119268	120998	0	119268_120998
YNL276C	Chr14	YNL276C	118431	118826	0	118431_118826
YNL277W	Chr14	MET2	117349	118809	0	117349_118809
YNL277W-A	Chr14	YNL277W-A	116679	116867	0	116679_116867
YNL278W	Chr14	CAF120	113271	116453	0	113271_116453
YNL279W	Chr14	PRM1	110917	112902	0	110917_112902
YNL280C	Chr14	ERG24	109095	110411	0	109095_110411
YNL281W	Chr14	HCH1	108467	108928	0	108467_108928
YNL282W	Chr14	POP3	107687	108274	0	107687_108274
YNL283C	Chr14	WSC2	105184	106695	0	105184_106695
YNL284C	Chr14	MRPL10	103134	104102	0	103134_104102
